city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,3,286,44.4,11.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,5,470,46.9,13.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,4,449,24.2,7.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,5,471,10.0,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,3,69,13.0,10.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,1,2,138,12.8,9.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,2,183,47.4,31.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,0,450,47.4,15.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,0,247,23.2,13.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,4,200,41.4,26.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,10,5,124,21.2,7.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,1,168,27.3,18.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,1,445,43.6,7.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,3,104,16.3,12.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,3,5,125,17.5,12.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,6,0,465,20.4,6.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,4,400,24.6,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,6,473,42.7,6.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,3,177,33.1,22.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,5,367,11.4,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,6,142,32.2,11.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,6,272,17.5,9.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,2,445,25.1,8.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,1,371,14.3,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,14,0,58,37.0,30.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,6,127,25.3,9.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,3,4,456,22.7,7.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,4,139,17.4,12.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,5,71,12.3,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,2,257,32.3,18.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,6,408,31.6,11.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,4,408,9.6,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,0,442,42.7,7.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,17,6,182,44.6,14.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,2,79,36.4,14.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,12,1,340,35.2,16.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,6,366,34.5,14.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,0,223,39.7,24.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,6,304,35.1,17.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,5,417,30.0,10.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,22,4,302,49.2,25.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,4,259,45.3,12.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,23,2,296,43.9,22.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,5,296,13.1,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,0,372,35.7,15.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,4,244,40.3,23.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,4,122,8.6,6.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,4,316,28.4,7.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,3,74,37.7,30.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,23,2,343,16.1,7.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,2,325,10.5,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,4,258,48.8,27.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,2,323,13.7,6.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,20,0,210,10.7,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,4,351,12.4,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,0,279,39.3,21.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,11,5,394,28.5,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,16,1,249,37.5,21.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,6,6,380,8.8,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,5,248,8.6,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,6,292,40.2,10.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,0,479,35.5,10.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,4,456,50.0,15.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,5,131,32.2,23.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,0,322,37.2,18.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,5,3,129,28.7,21.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,5,233,22.3,6.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,3,4,438,21.9,7.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,3,2,254,44.6,25.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,6,106,8.2,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,3,181,18.7,6.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,2,3,325,20.3,9.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,6,62,25.7,21.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,1,424,14.4,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,2,61,34.3,28.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,17,3,167,24.7,8.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,1,159,14.5,10.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,2,314,20.6,10.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,0,259,20.9,11.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,3,272,37.6,10.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,11,4,221,43.1,13.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,0,181,23.8,7.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,13,3,232,9.9,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,19,1,428,48.0,8.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,5,323,33.5,16.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,0,131,38.8,28.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,1,142,38.0,27.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,22,3,168,48.9,33.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,4,92,23.0,9.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,12,2,329,28.4,13.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,10,4,433,9.8,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,2,467,20.1,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,2,4,138,45.2,32.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,2,4,390,44.4,17.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,0,133,20.0,7.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,3,312,35.1,17.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,18,5,257,37.2,10.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,1,167,34.3,23.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,0,404,25.5,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,0,72,45.7,36.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,1,6,414,26.5,9.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,4,0,97,33.6,26.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,1,302,32.3,8.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,14,6,318,47.6,23.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,4,355,22.4,9.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,6,137,40.9,14.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,2,370,42.4,9.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,3,270,44.1,12.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,0,101,48.6,37.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,11,0,384,41.3,8.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,5,0,91,29.7,23.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,1,1,417,25.9,9.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,13,1,425,42.2,14.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,5,255,41.5,11.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,3,5,291,22.8,12.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,13,1,275,12.8,7.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,2,84,31.1,12.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,2,478,21.4,6.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,6,0,218,27.3,16.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,1,240,47.2,27.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,1,134,29.5,10.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,4,145,18.6,13.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,1,5,479,46.5,13.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,13,0,307,32.2,16.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,5,228,44.2,26.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,5,377,19.7,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,4,343,29.7,13.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,5,299,44.8,23.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,1,379,18.2,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,5,219,25.1,15.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,0,435,42.9,14.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,5,6,106,33.3,25.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,18,5,209,19.2,6.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,23,2,174,43.4,29.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,3,260,11.6,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,4,218,15.9,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,4,83,27.0,21.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,3,430,28.7,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,5,410,18.5,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,5,0,108,14.7,11.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,2,412,46.8,17.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,0,6,85,45.2,35.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,17,2,273,9.8,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,2,158,42.4,29.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,3,4,387,38.5,15.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,3,204,11.3,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,17,4,355,14.5,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,4,439,42.7,7.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,3,270,20.9,11.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,2,186,9.6,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,4,445,8.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,4,290,14.4,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,1,90,8.2,6.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,4,143,49.6,17.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,5,436,49.9,16.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,2,369,10.5,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,4,245,25.9,15.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,6,0,175,17.7,11.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,1,356,46.0,20.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,1,89,10.6,8.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,0,231,24.1,7.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,2,5,382,9.8,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,1,455,43.7,6.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,1,142,24.9,17.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,5,2,191,10.9,7.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,2,213,14.9,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,5,174,14.7,9.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,21,2,384,22.1,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,5,268,29.6,16.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,20,6,445,17.3,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,5,98,35.8,27.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,15,5,289,42.8,22.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,1,75,41.2,33.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,1,406,35.9,6.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,6,215,14.4,9.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,2,480,22.9,6.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,5,374,25.3,10.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,4,209,22.3,14.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,3,209,12.7,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,2,362,49.1,21.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,0,123,46.9,17.4
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,3,126,50.0,36.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,4,3,422,46.2,16.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,21,5,385,49.0,9.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,18,6,335,24.8,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,6,222,34.5,21.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,23,4,212,25.2,15.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,4,183,38.0,25.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,5,301,8.0,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,2,258,46.3,26.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,5,406,47.9,9.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,19,2,256,34.4,9.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,6,474,40.8,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,15,4,191,24.3,15.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,3,375,22.1,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,0,444,12.6,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,2,470,36.7,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,1,0,67,13.9,11.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,3,109,23.0,8.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,0,435,34.9,11.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,6,6,50,13.0,10.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,6,3,351,36.7,16.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,5,316,25.4,6.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,11,4,280,17.1,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,5,149,39.2,27.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,5,4,346,22.2,10.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,0,80,46.2,36.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,2,321,16.8,8.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,22,2,85,26.2,20.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,16,6,413,24.1,8.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,6,3,203,47.3,30.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,3,148,48.0,34.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,3,398,48.8,9.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,1,3,184,14.9,9.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,6,80,29.6,11.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,10,5,404,23.0,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,4,378,23.0,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,4,358,26.0,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,1,0,299,36.1,18.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,10,1,275,19.3,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,6,52,45.4,18.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,2,422,36.3,13.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,3,59,14.7,6.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,6,257,47.4,13.5
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,3,4,87,32.6,25.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,5,382,42.0,8.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,13,6,143,11.3,8.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,2,349,39.9,18.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,5,325,30.9,14.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,6,1,133,29.4,21.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,6,418,26.4,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,5,117,37.6,14.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,4,261,45.9,25.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,5,231,14.1,8.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,14,3,84,25.2,20.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,13,6,124,47.3,35.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,11,2,457,29.0,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,4,104,33.0,25.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,3,300,41.9,10.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,6,132,14.2,10.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,1,165,48.1,16.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,0,181,24.2,16.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,2,307,17.1,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,5,57,24.9,20.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,6,110,46.1,17.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,1,432,33.9,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,1,166,45.1,31.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,3,392,44.8,8.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,5,386,37.5,15.1
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,4,255,9.9,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,13,6,457,47.2,14.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,1,83,39.8,31.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,11,3,233,43.6,13.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,13,6,147,13.5,9.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,5,470,47.1,13.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,17,6,373,43.7,9.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,6,127,16.9,12.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,2,237,13.5,8.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,5,302,29.8,7.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,21,2,317,14.9,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,0,416,26.9,9.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,6,380,34.4,14.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,11,2,345,29.1,6.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,2,438,30.2,10.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,6,82,24.9,9.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,6,148,8.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,4,260,48.1,13.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,1,164,16.6,11.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,18,5,378,23.6,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,5,227,31.5,9.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,0,433,14.1,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,5,331,45.1,21.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,5,441,33.5,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,1,266,47.4,13.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,8,4,273,47.0,12.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,6,309,47.2,23.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,3,2,417,29.3,10.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,1,337,16.9,7.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,3,466,15.4,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,6,4,189,13.4,8.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,2,3,289,21.4,11.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,8,1,457,34.6,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,0,236,39.6,11.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,2,107,38.9,14.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,19,3,374,25.0,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,3,0,228,48.1,29.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,4,3,379,23.7,9.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,9,2,50,32.7,13.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,0,314,37.9,9.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,3,2,218,28.5,17.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,6,90,39.5,31.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,8,6,444,40.7,6.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,3,456,14.6,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,12,0,389,30.2,12.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,0,347,23.1,10.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,0,381,15.8,6.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,22,1,357,42.8,18.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,2,388,31.3,6.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,14,0,316,44.7,22.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,4,305,15.6,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,5,262,47.0,13.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,14,0,272,43.9,24.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,4,185,36.9,24.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,3,390,8.3,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,17,1,106,48.9,18.7
